source_name,normalized_key,canonical_zh,canonical_en,display_name,english_mapping_source,entity_type,suggested_country,suggested_country_code,country_confidence,raw_country_values,drink_count,public_visible_count,sample_drink_names,review_note
蔓延,manyan brewing,蔓延,MANYAN Brewing,蔓延 / MANYAN Brewing,manual_known_mapping,brewery_brand,China,CN,medium,武汉:8,20,8,拐点|北地显影|像蔓越莓|立方|博卡|短相思|长相思|大师的疯狂|乱语|中途乐园,
Fever,fever,,Fever,Fever,source_ascii,brewery_brand,China,CN,medium,西安:3,20,5,谷仓铜|全明|另一个吻·香草|Fever|搜魂者|折射|谷仓金|想象中的雨|金星的日落|星空领航员,
Alus,alus,,Alus,Alus,source_ascii,brewery_brand,China,CN,medium,深圳:6,17,6,喵醺|南方|泡泡浴|饼干|沙滩|喵熏|醉狗Vol.03,
艾尔复兴,ale renaissance,艾尔复兴,Ale Renaissance,艾尔复兴 / Ale Renaissance,manual_known_mapping,brewery_brand,United States,US,high,美国:8,14,8,一起漂浮|无序：汪汪惊喜|无序冰壶|单板滑雪|双板滑雪|瑞瓦卡酒花|米兰日落|干就完了|哈瓦那辣椒|机器罢工嘴巴别停,
邪恶双子,evil twin brewing,邪恶双子,Evil Twin Brewing,邪恶双子 / Evil Twin Brewing,manual_known_mapping,brewery_brand,United States,US,high,美国:11,13,11,此店需要更多更大的啤酒|秋日酸艾|蜜桃奶油|酸IPA万岁|更多老熊先生|更多更朦胧的窗户|更多愚蠢果汁梦|白葡桑格利亚|芒果拉达城市酸饮|地狱烟火,
明日酿造,mingri brewing,明日酿造,Mingri Brewing,明日酿造 / Mingri Brewing,manual_known_mapping,brewery_brand,China,CN,medium,上海:5,12,5,长相思|全村的希望 大米拉格|老板的最爱 双倍IPA|超级西楚 双倍浑浊IPA|明日繁华Lite DDH浑浊IPA|恐怖如斯 帝国IPA|风景这边独好|Come Back to 2016|多莉塔 冽光|太平洋四重奏,
退界,tuijie,退界,Tuijie,退界 / Tuijie,manual_known_mapping,brewery_brand,China,CN,medium,成都:4,11,4,下快攻|小夫|晓夫|爸爸 papa|狄俄尼索斯的眼泪|爸爸papà,
赤屿谷盗,chiyu gudao,赤屿谷盗,Chiyu Gudao,赤屿谷盗 / Chiyu Gudao,manual_known_mapping,brewery_brand,China,CN,medium,海南:3,10,6,一丛殊花|依帕|米贼|凌晨四点|盐而盗柠|长夏有风,
彼岸酿造,bian brewing,彼岸酿造,Bian Brewing,彼岸酿造 / Bian Brewing,manual_known_mapping,brewery_brand,,,low,乐山:1,9,1,望梅止渴|月光宝盒|寒鸦与钟声|南部之星|黑尔戈蓝岛日落|春日来信|夜曲,
勿幕,wumue brewery,勿幕,WUMUE Brewery,勿幕 / WUMUE Brewery,manual_known_mapping,brewery_brand,China,CN,medium,西安:3,9,5,暗椰|烟熏乌梅|冰川|战斧之力|盐洞·柑橘风暴眼|解构|山核桃覆盆子|丛林浓汁|小青瓜有机农甜米泥,
玄水屋,xuan shui wu,玄水屋,Xuan Shui Wu,玄水屋 / Xuan Shui Wu,manual_known_mapping,brewery_brand,China,CN,medium,西安:4,9,4,白天使|星际物质|黑武士|奖励关卡|卡里斯马,
哈德逊河谷,hudson valley brewery,哈德逊河谷,Hudson Valley Brewery,哈德逊河谷 / Hudson Valley Brewery,manual_known_mapping,brewery_brand,United States,US,high,美国:2,8,2,游隼|河谷2024|杂散光|河谷|动物气球|剪影桃|巴比伦|潜行故障,
TAPSTAR,tapstar,,TAPSTAR,TAPSTAR,source_ascii,brewery_brand,,,low,贵阳:1,8,3,有限社交|北极星|有限社交 美式淡色艾尔|北极星 浑浊IPA|老伙计 西海岸IPA|凉拖拖 青柠皮尔斯|鸵鸟的牙,
凯西,casey brewing & blending,凯西,Casey Brewing & Blending,凯西 / Casey Brewing & Blending,manual_known_mapping,brewery_brand,United States,US,high,美国:4,7,5,精明强干|幸运|焦点二号|原始灵魂示意|范尼拉瑰红1号,
洛莱,洛莱,洛莱,,洛莱,needs_manual_en,brewery_brand,United States,US,high,美国:2,7,2,鬣狗|美洲豹|阿尔克斯|解药|阿尔科莱|卢比孔3|雄鹰,English name not found safely; fill from checked mapping or official source
山雀,mountain finch,山雀,Mountain Finch,山雀 / Mountain Finch,manual_known_mapping,brewery_brand,China,CN,medium,上海:4|上海嘉定:3,7,7,旋转木马|攀石|不误正夜|重逢|老炮|复仇之怒|祁门晨雾,
虽吾,suiwu,虽吾,Suiwu,虽吾 / Suiwu,manual_known_mapping,brewery_brand,China,CN,medium,苏州:2|扬州:2,7,4,小花冠|飞越云海|金狼之舞|日出茶山|果浪澳游,
疯熊,crazy bear,疯熊,Crazy Bear,疯熊 / Crazy Bear,manual_known_mapping,brewery_brand,China,CN,medium,广州:1,6,1,啤酒实习生2603|实习生2603|流动|梦|轻硫醇皮尔森,
狐朋酿造,hupeng brewing,狐朋酿造,Hupeng Brewing,狐朋酿造 / Hupeng Brewing,manual_known_mapping,brewery_brand,,,none,,6,0,鸡有鸡味|莓好前程|海边驿站|马上有桔|酒花英雄|后花园的混合黄皮,
辉光,glow brewing,辉光,Glow Brewing,辉光 / Glow Brewing,manual_known_mapping,brewery_brand,United States,US,high,美国:2,6,2,醉佳|白日梦|全场最佳|古龙水|白板,
回头客,returning guest,回头客,Returning Guest,回头客 / Returning Guest,manual_known_mapping,brewery_brand,United States,US,high,美国:2,6,2,果味满满19号|果味满满|卡南代瓜优质拉格|新英格兰99号|德式皮尔森,
撬啤酿造,qiao beer brewing,撬啤酿造,Qiao Beer Brewing,撬啤酿造 / Qiao Beer Brewing,manual_known_mapping,brewery_brand,,,none,,6,6,内个周五十一点半有个哥们进来就吐两个小时，吐了四次吐得很准非常感谢|水库浪子 桔柚π|卡拉斯科|Naive|水库浪子|风戏水,
僧侣,monk brewing,僧侣,Monk Brewing,僧侣 / Monk Brewing,manual_known_mapping,brewery_brand,United States,US,high,美国:2,6,3,Kid Casino|笔触|洛城之花|依旧交通粘性|背包|雾窗,
野鹅微醺,wild goose tipsy,野鹅微醺,Wild Goose Tipsy,野鹅微醺 / Wild Goose Tipsy,manual_known_mapping,brewery_brand,,,none,,6,0,富贵榴|朝花三倍干头浑浊IPA|陈皮的旅行|南境之花NZ-105|无限螺旋|南境之花,
本末·特伦,本末·特伦,本末·特伦,,本末·特伦,needs_manual_en,brewery_brand,United States,US,high,美国:2,5,2,劫尽|业劫|历史学会|本劫,English name not found safely; fill from checked mapping or official source
赤耳,赤耳,赤耳,,赤耳,needs_manual_en,brewery_brand,China,CN,medium,北京:1,5,2,黄米拉格|西瓜商店|阳光洒肩头|普通的一天|青芒果芭乐,English name not found safely; fill from checked mapping or official source
另一半,另一半,另一半,,另一半,needs_manual_en,brewery_brand,United States,US,high,美国:3,5,3,番茄工厂|另一半12周年|速溶绿色|旋涡3号|小小4周年,English name not found safely; fill from checked mapping or official source
矛盾体,矛盾体,矛盾体,,矛盾体,needs_manual_en,brewery_brand,United States,US,high,美国:1,5,1,亚特兰大出口|基数|法里纳|命令行编译|弧度,English name not found safely; fill from checked mapping or official source
欧米尼珀罗,omnipollo,欧米尼珀罗,Omnipollo,欧米尼珀罗 / Omnipollo,manual_known_mapping,brewery_brand,Sweden,SE,high,瑞典:2,5,2,史蒂夫之斧|3乘3七号|笑脸|不二之选,
虽吴,虽吴,虽吴,,虽吴,needs_manual_en,brewery_brand,China,CN,medium,苏州:1,5,1,小花冠|凤尾果香|金狼之舞,English name not found safely; fill from checked mapping or official source
野鹅,野鹅,野鹅,,野鹅,needs_manual_en,brewery_brand,,,low,石家庄:1,5,2,夜莺|无限螺旋|南境之花|桃林漫步,English name not found safely; fill from checked mapping or official source
远山,远山,远山,,远山,needs_manual_en,brewery_brand,,,none,,5,1,瓦哈卡日出|阿尔派恩淡影|阿尔卑斯|布里斯班淡影,English name not found safely; fill from checked mapping or official source
半颠,半颠,半颠,,半颠,needs_manual_en,brewery_brand,,,none,,4,2,余光未尽 皮尔森|暮光犹存|生龙活虎|伦敦啸叫,English name not found safely; fill from checked mapping or official source
彼岸,彼岸,彼岸,,彼岸,needs_manual_en,brewery_brand,,,none,,4,1,老城琥珀|望梅止渴|夜曲|爱因斯坦的数数学成绩单,English name not found safely; fill from checked mapping or official source
费登斯,费登斯,费登斯,,费登斯,needs_manual_en,brewery_brand,United States,US,high,美国:2,4,2,精益求精|元素的艺术|海冬|桃桃农夫,English name not found safely; fill from checked mapping or official source
疯熊工业,疯熊工业,疯熊工业,,疯熊工业,needs_manual_en,brewery_brand,China,CN,medium,广州:1,4,1,东分影|梦|像风,English name not found safely; fill from checked mapping or official source
裂变酿造,裂变酿造,裂变酿造,,裂变酿造,needs_manual_en,brewery_brand,China,CN,medium,佛山:1,4,1,星云甘露|Nebula Nectar|春季拉格|眩目,English name not found safely; fill from checked mapping or official source
蔓延酿造,蔓延酿造,蔓延酿造,,蔓延酿造,needs_manual_en,brewery_brand,China,CN,medium,武汉:2,4,2,辛香农舍|辛青农舍|北地显影|立方,English name not found safely; fill from checked mapping or official source
闪电萨拉玛,闪电萨拉玛,闪电萨拉玛,,闪电萨拉玛,needs_manual_en,brewery_brand,,,none,,4,0,低档狂飙|头脑风暴|幻境拉拉|芭比之殇,English name not found safely; fill from checked mapping or official source
生命长河,生命长河,生命长河,,生命长河,needs_manual_en,brewery_brand,United States,US,high,美国:2,4,2,全视之眼|纪念日10|双重黑喵,English name not found safely; fill from checked mapping or official source
无毛用,无毛用,无毛用,,无毛用,needs_manual_en,brewery_brand,China,CN,medium,广州:2,4,3,岁寒 柏木酒酸|岁寒|阿佳|空行母,English name not found safely; fill from checked mapping or official source
云朴精酿,yunpu craft,云朴精酿,Yunpu Craft,云朴精酿 / Yunpu Craft,manual_known_mapping,brewery_brand,China,CN,medium,昆明:1,4,1,风暴中心 金桔芒果酸|今日与春风相会,
百威,百威,百威,,百威,needs_manual_en,brewery_brand,,,none,,3,0,测试|测试2|测试99,English name not found safely; fill from checked mapping or official source
凡人,凡人,凡人,,凡人,needs_manual_en,brewery_brand,United States,US,high,美国:1,3,1,飞履|配瑟芬|苍穹之神,English name not found safely; fill from checked mapping or official source
风土,风土,风土,,风土,needs_manual_en,brewery_brand,,,none,,3,0,雪峰|第一个纪念日,English name not found safely; fill from checked mapping or official source
风土酿造,风土酿造,风土酿造,,风土酿造,needs_manual_en,brewery_brand,,,none,,3,2,岩上|第一个纪念日|布拉格金色愿望,English name not found safely; fill from checked mapping or official source
风味屋,风味屋,风味屋,,风味屋,needs_manual_en,brewery_brand,China,CN,medium,西安:1,3,1,万万岁|长安|胡啊柚,English name not found safely; fill from checked mapping or official source
火碳,火碳,火碳,,火碳,needs_manual_en,brewery_brand,Hong Kong,HK,high,香港:1,3,3,少甜少冰|港式冻柠茶,English name not found safely; fill from checked mapping or official source
酒花僵尸,酒花僵尸,酒花僵尸,,酒花僵尸,needs_manual_en,brewery_brand,United States,US,high,美国:1,3,1,僵尸猎鸭人|冰冰乐6号|墨西哥勇士,English name not found safely; fill from checked mapping or official source
酒花民族,酒花民族,酒花民族,,酒花民族,needs_manual_en,brewery_brand,Australia,AU,high,澳大利亚:2,3,2,灰猎犬|大红蜂|Fresh Hop,English name not found safely; fill from checked mapping or official source
郡区,郡区,郡区,,郡区,needs_manual_en,brewery_brand,United States,US,high,美国:1,3,1,酒花倾慕 美式淡色艾尔|梦想Rêve Coffee Stout|梦想,English name not found safely; fill from checked mapping or official source
狸造,狸造,狸造,,狸造,needs_manual_en,brewery_brand,China,CN,medium,北京:3,3,3,玄骥|加州海风,English name not found safely; fill from checked mapping or official source
美西,美西,美西,,美西,needs_manual_en,brewery_brand,China,CN,medium,成都:3,3,3,金雀花|玉米诱惑,English name not found safely; fill from checked mapping or official source
葡月圣树,葡月圣树,葡月圣树,,葡月圣树,needs_manual_en,brewery_brand,United States,US,high,美国:2,3,2,图尔帕|朝曦|禅宗科学家,English name not found safely; fill from checked mapping or official source
浦江半岛,浦江半岛,浦江半岛,,浦江半岛,needs_manual_en,brewery_brand,,,none,,3,1,副本|月光,English name not found safely; fill from checked mapping or official source
三子,三子,三子,,三子,needs_manual_en,brewery_brand,United States,US,high,美国:2,3,2,维京征服|松脆博伊斯|海洋公园,English name not found safely; fill from checked mapping or official source
善良胡夫,善良胡夫,善良胡夫,,善良胡夫,needs_manual_en,brewery_brand,United States,US,high,美国:1,3,1,120美元2号|流连忘返3号|呆瓜再见,English name not found safely; fill from checked mapping or official source
索拉里斯,索拉里斯,索拉里斯,,索拉里斯,needs_manual_en,brewery_brand,United States,US,high,美国:1,3,1,永恒之注|永恒之涯|异岛,English name not found safely; fill from checked mapping or official source
田园酿造,田园酿造,田园酿造,,田园酿造,needs_manual_en,brewery_brand,China,CN,medium,云南:1,3,1,火把梨|水蜜桃|哈巴苹果,English name not found safely; fill from checked mapping or official source
西澳山脊,西澳山脊,西澳山脊,,西澳山脊,needs_manual_en,brewery_brand,Australia,AU,high,澳大利亚:3,3,3,混世魔王|松果天梯|鬼源物语,English name not found safely; fill from checked mapping or official source
小荷,小荷,小荷,,小荷,needs_manual_en,brewery_brand,China,CN,medium,合肥:2,3,2,黑羽|蜜瓜龙2.0|蜜瓜龙,English name not found safely; fill from checked mapping or official source
小熊贝莲,小熊贝莲,小熊贝莲,,小熊贝莲,needs_manual_en,brewery_brand,Japan,JP,high,日本:3,3,3,金标|拉格,English name not found safely; fill from checked mapping or official source
鸭池,duckpond,鸭池,Duckpond,鸭池 / Duckpond,manual_known_mapping,brewery_brand,,,conflict,美国:1|瑞典:1,3,2,孤注一掷|黑暗之翼|奢华冰冻池塘,
云泥,yunni,云泥,Yunni,云泥 / Yunni,manual_known_mapping,brewery_brand,China,CN,medium,昆明:1|云南:1,3,2,浮柚|翠屿,
云朴,yunpu,云朴,Yunpu,云朴 / Yunpu,manual_known_mapping,brewery_brand,China,CN,medium,昆明:1|云南:1,3,2,南半球漂流|融雪之前|风暴中心,
云石,云石,云石,,云石,needs_manual_en,brewery_brand,United Kingdom,GB,high,英国:3,3,3,伯爵茶|曼彻斯特|此即大海,English name not found safely; fill from checked mapping or official source
制乐厂,制乐厂,制乐厂,,制乐厂,needs_manual_en,brewery_brand,China,CN,medium,南京:2,3,2,青年养老院|小青龙|归,English name not found safely; fill from checked mapping or official source
Deadman,deadman,,Deadman,Deadman,source_ascii,brewery_brand,Hong Kong,HK,high,香港:2,3,2,酒花大盗,
Dr.Lab,dr.lab,,Dr.Lab,Dr.Lab,source_ascii,brewery_brand,,,none,,3,1,一路发达4周年|Fredrick's Violin V26|DR 凉茶,
2062&独墨,2062&独墨,2062&独墨,,2062&独墨,needs_manual_en,brewery_brand,,,low,上海&石家庄:1,2,1,Nippori 日暮里|日暮里/Nippori,English name not found safely; fill from checked mapping or official source
艾尔复兴*布鲁乔司,艾尔复兴*布鲁乔司,艾尔复兴*布鲁乔司,,艾尔复兴*布鲁乔司,needs_manual_en,brewery_brand,United States,US,high,美国:2,2,2,中古小丑|暗夜医者,English name not found safely; fill from checked mapping or official source
艾薇儿,艾薇儿,艾薇儿,,艾薇儿,needs_manual_en,brewery_brand,,,none,,2,0,松弛,English name not found safely; fill from checked mapping or official source
百得福,百得福,百得福,,百得福,needs_manual_en,brewery_brand,Czech Republic,CZ,high,捷克:1,2,1,皮尔森生啤|窑臧皮尔森,English name not found safely; fill from checked mapping or official source
班克斯,班克斯,班克斯,,班克斯,needs_manual_en,brewery_brand,Australia,AU,high,澳大利亚:2,2,2,班克斯先生|西岸浮光,English name not found safely; fill from checked mapping or official source
本末特伦,本末特伦,本末特伦,,本末特伦,needs_manual_en,brewery_brand,United States,US,high,美国:1,2,1,劫尽|本劫,English name not found safely; fill from checked mapping or official source
鼻行兽,鼻行兽,鼻行兽,,鼻行兽,needs_manual_en,brewery_brand,China,CN,medium,西安:1,2,2,凯库拉的鲸|燧石与板岩,English name not found safely; fill from checked mapping or official source
比尔斯兄弟,比尔斯兄弟,比尔斯兄弟,,比尔斯兄弟,needs_manual_en,brewery_brand,United States,US,high,美国:2,2,2,勒克斯|为生活干杯,English name not found safely; fill from checked mapping or official source
朝日,朝日,朝日,,朝日,needs_manual_en,brewery_brand,Japan,JP,high,日本:2,2,2,黑生|复活生啤,English name not found safely; fill from checked mapping or official source
齿轮精酿,齿轮精酿,齿轮精酿,,齿轮精酿,needs_manual_en,brewery_brand,,,none,,2,1,幸运鹅|怒饮酒花儿,English name not found safely; fill from checked mapping or official source
分野酿造,分野酿造,分野酿造,,分野酿造,needs_manual_en,brewery_brand,China,CN,medium,山东:1,2,1,绕了地球|沧龙,English name not found safely; fill from checked mapping or official source
风险酿造,风险酿造,风险酿造,,风险酿造,needs_manual_en,brewery_brand,,,none,,2,2,奇卡诺|蜜瓜梦,English name not found safely; fill from checked mapping or official source
疯熊工业 / Crazy Bear Industry,crazy bear industry,疯熊工业 / Crazy Bear Industry,Crazy Bear Industry,疯熊工业 / Crazy Bear Industry / Crazy Bear Industry,source_mixed_latin_chunk,brewery_brand,,,none,,2,0,啤酒实习生2603|东分影,
佛里蒙,佛里蒙,佛里蒙,,佛里蒙,needs_manual_en,brewery_brand,United States,US,high,美国:1,2,1,锈钉 2024|黑星波本,English name not found safely; fill from checked mapping or official source
谷语者,谷语者,谷语者,,谷语者,needs_manual_en,brewery_brand,,,none,,2,0,突袭面包店,English name not found safely; fill from checked mapping or official source
航标酿造,航标酿造,航标酿造,,航标酿造,needs_manual_en,brewery_brand,,,none,,2,0,山野拾荒者|极光觅月,English name not found safely; fill from checked mapping or official source
和弦,和弦,和弦,,和弦,needs_manual_en,brewery_brand,,,none,,2,1,蓝莓快车 世涛|冰镇大西瓜绿茶,English name not found safely; fill from checked mapping or official source
红男爵,红男爵,红男爵,,红男爵,needs_manual_en,brewery_brand,,,none,,2,0,杏杏点灯,English name not found safely; fill from checked mapping or official source
洄游,洄游,洄游,,洄游,needs_manual_en,brewery_brand,,,none,,2,1,幽澜|紫露,English name not found safely; fill from checked mapping or official source
洄游造物,洄游造物,洄游造物,,洄游造物,needs_manual_en,brewery_brand,,,none,,2,0,紫露,English name not found safely; fill from checked mapping or official source
会饮,会饮,会饮,,会饮,needs_manual_en,brewery_brand,,,none,,2,0,山麓,English name not found safely; fill from checked mapping or official source
会饮酿造,会饮酿造,会饮酿造,,会饮酿造,needs_manual_en,brewery_brand,China,CN,medium,北京:1,2,1,食野之苹|涌现,English name not found safely; fill from checked mapping or official source
或不凡,或不凡,或不凡,,或不凡,needs_manual_en,brewery_brand,,,none,,2,0,黄河之水,English name not found safely; fill from checked mapping or official source
佳卡哈,佳卡哈,佳卡哈,,佳卡哈,needs_manual_en,brewery_brand,,,none,,2,0,阿罗哈POG西打,English name not found safely; fill from checked mapping or official source
酒花农场,酒花农场,酒花农场,,酒花农场,needs_manual_en,brewery_brand,,,none,,2,1,山间酸,English name not found safely; fill from checked mapping or official source
卡布拉多,卡布拉多,卡布拉多,,卡布拉多,needs_manual_en,brewery_brand,,,none,,2,0,西普西普,English name not found safely; fill from checked mapping or official source
科隆巴赫,科隆巴赫,科隆巴赫,,科隆巴赫,needs_manual_en,brewery_brand,Germany,DE,high,德国:1,2,1,科墨堡皮尔森|科隆巴赫皮尔森,English name not found safely; fill from checked mapping or official source
农舍山,农舍山,农舍山,,农舍山,needs_manual_en,brewery_brand,United States,US,high,美国:2,2,2,弗洛伦萨|安娜,English name not found safely; fill from checked mapping or official source
